Approved Symbol	Approved Name	Previous Symbols	Previous Name	Synonyms	Chromosome	Gene Family ID
GH2	growth hormone 2			GH-V, GHV, GHL, hGH-V	17q23.3	542|1175
GHDC	GH3 domain containing			LGP1	17q21.2	
GHITM	growth hormone inducible transmembrane protein			HSPC282, PTD010, DERP2, My021, TMBIM5	10q23.1	1215
GHR	growth hormone receptor			GHBP	5p13.1-p12	555
GHRH	growth hormone releasing hormone	GHRF			20q11.23	542
GHRHR	growth hormone releasing hormone receptor				7p14.3	269
GHRL	ghrelin and obestatin prepropeptide		"ghrelin, growth hormone secretagogue receptor ligand, ""ghrelin/obestatin prepropeptide"""	MTLRP, ghrelin, obestatin	3p25.3	542
GHSR	growth hormone secretagogue receptor				3q26.31	220
GID4	GID complex subunit 4 homolog	C17orf39	"chromosome 17 open reading frame 39, ""GID complex subunit 4, VID24 homolog (S. cerevisiae)"", ""GID complex subunit 4"""	VID24	17p11.2	
GID8	GID complex subunit 8 homolog	C20orf11	"chromosome 20 open reading frame 11, ""GID complex subunit 8 homolog (S. cerevisiae)"", ""GID complex subunit 8"""	FLJ20602, bA305P22.1, TWA1	20q13.33	
GIF	gastric intrinsic factor		gastric intrinsic factor (vitamin B synthesis)	TCN3, IF, IFMH, INF	11q12.1	
GIGYF1	GRB10 interacting GYF protein 1	PERQ1	PERQ amino acid rich, with GYF domain 1	GYF1	7q22.1	
GIGYF2	GRB10 interacting GYF protein 2	PERQ2, PERQ3, TNRC15, PARK11	"PERQ amino acid rich, with GYF domain 2, ""PERQ amino acid rich, with GYF domain 3"", ""trinucleotide repeat containing 15"", ""Parkinson disease (autosomal recessive, early onset) 11"""	KIAA0642, GYF2	2q37.1	775
GIMAP1	GTPase, IMAP family member 1			HIMAP1, IMAP38, IMAP1, IAN2	7q36.1	580
GIMAP2	GTPase, IMAP family member 2			DKFZp586D0824, HIMAP2, IMAP2, IAN12	7q36.1	580
GIMAP4	GTPase, IMAP family member 4			HIMAP4, FLJ11110, IMAP4, IAN1	7q36.1	580
GIMAP5	GTPase, IMAP family member 5	IAN4L1	immune associated nucleotide 4 like 1 (mouse)	HIMAP3, IAN5	7q36.1	580
GIMAP6	GTPase, IMAP family member 6			FLJ22690, IAN6	7q36.1	580
GIMAP7	GTPase, IMAP family member 7			MGC27027, IAN7	7q36.1	580
GIMAP8	GTPase, IMAP family member 8			DKFZp667I133, hIAN6, IAN9	7q36.1	580
GIMD1	GIMAP family P-loop NTPase domain containing 1				4q24	
GIN1	gypsy retrotransposon integrase 1	ZH2C2	zinc finger, H2C2 domain containing	FLJ20125, GIN-1, TGIN1	5q21.1	
GINM1	glycoprotein integral membrane 1	C6orf72	chromosome 6 open reading frame 72	dJ12G14.2	6q25.1	
GINS1	GINS complex subunit 1		GINS complex subunit 1 (Psf1 homolog)	KIAA0186, PSF1	20p11.21	931
GINS2	GINS complex subunit 2		GINS complex subunit 2 (Psf2 homolog)	PSF2, Pfs2	16q24.1	931
GINS3	GINS complex subunit 3		GINS complex subunit 3 (Psf3 homolog)	FLJ13912, PSF3	16q21	931
GINS4	GINS complex subunit 4		GINS complex subunit 4 (Sld5 homolog)	MGC14799, SLD5	8p11.21	931
GIP	gastric inhibitory polypeptide				17q21.32	542
GIPC1	GIPC PDZ domain containing family member 1	C19orf3, RGS19IP1	"chromosome 19 open reading frame 3, ""regulator of G-protein signalling 19 interacting protein 1"", ""GIPC PDZ domain containing family, member 1"""	TIP-2, Hs.6454, GIPC, SEMCAP, GLUT1CBP, SYNECTIN, NIP	19p13.12	1220
GIPC2	GIPC PDZ domain containing family member 2		GIPC PDZ domain containing family, member 2	FLJ20075, SEMCAP-2	1p31.1	1220
GIPC3	GIPC PDZ domain containing family member 3	C19orf64, DFNB72, DFNB15	"chromosome 19 open reading frame 64, ""deafness, autosomal recessive 72"", ""deafness, autosomal recessive 15"", ""GIPC PDZ domain containing family, member 3"""	DFNB95	19p13.3	1152|1220
GIPR	gastric inhibitory polypeptide receptor				19q13.32	269
GIT1	GIT ArfGAP 1		"G protein-coupled receptor kinase interactor 1, ""G protein-coupled receptor kinase interacting ArfGAP 1"""		17q11.2	403|395
GIT2	GIT ArfGAP 2		"G protein-coupled receptor kinase interactor 2, ""G protein-coupled receptor kinase interacting ArfGAP 2"""	KIAA0148, PKL	12q24.11	403|395
GJA1	gap junction protein alpha 1	ODDD, GJAL	"gap junction protein, alpha-like, ""gap junction protein, alpha 1, 43kDa (connexin 43)"", ""gap junction protein, alpha 1, 43kDa"""	CX43, ODD, ODOD, SDTY3	6q22.31	314
GJA3	gap junction protein alpha 3	CZP3	"gap junction protein, alpha 3, 46kD (connexin 46), ""gap junction protein, alpha 3, 46kDa (connexin 46)"", ""gap junction protein, alpha 3, 46kDa"""	CX46	13q12.11	314
GJA4	gap junction protein alpha 4		"gap junction protein, alpha 4, 37kD (connexin 37), ""gap junction protein, alpha 4, 37kDa (connexin 37)"", ""gap junction protein, alpha 4, 37kDa"""	CX37	1p34.3	314
GJA5	gap junction protein alpha 5		"gap junction protein, alpha 5, 40kD (connexin 40), ""gap junction protein, alpha 5, 40kDa (connexin 40)"", ""gap junction protein, alpha 5, 40kDa"""	CX40	1q21.2	314
GJA8	gap junction protein alpha 8	CAE1, CZP1, CAE	"gap junction protein, alpha 8, 50kD (connexin 50), ""gap junction protein, alpha 8, 50kDa (connexin 50)"", ""gap junction protein, alpha 8, 50kDa"""	CX50	1q21.2	314
GJA9	gap junction protein alpha 9	GJA10	"gap junction protein, alpha 10, 59kDa, ""gap junction protein, alpha 9, 59kDa"""	CX59, CX58	1p34.3	314
GJA10	gap junction protein alpha 10		gap junction protein, alpha 10, 62kDa	CX62	6q15	314
GJB1	gap junction protein beta 1	CMTX1, CMTX	"gap junction protein, beta 1, 32kD (connexin 32, Charcot-Marie-Tooth neuropathy, X-linked), ""gap junction protein, beta 1, 32kDa (connexin 32, Charcot-Marie-Tooth neuropathy, X-linked)"", ""gap junction protein, beta 1, 32kDa (connexin 32)"", ""gap junction protein, beta 1, 32kDa"""	CX32	Xq13.1	314
GJB2	gap junction protein beta 2	DFNB1, DFNA3	"gap junction protein, beta 2, 26kD (connexin 26), ""gap junction protein, beta 2, 26kDa (connexin 26)"", ""gap junction protein, beta 2, 26kDa"""	CX26, NSRD1	13q12.11	314|1152
GJB3	gap junction protein beta 3	DFNA2, EKV	"gap junction protein, beta 3, 31kD (connexin 31), ""gap junction protein, beta 3, 31kDa (connexin 31)"", ""erythrokeratodermia variabilis"", ""gap junction protein, beta 3, 31kDa"""	CX31	1p34.3	314|1152
GJB4	gap junction protein beta 4		"gap junction protein, beta 4 (connexin 30.3), ""gap junction protein, beta 4"", ""gap junction protein, beta 4, 30.3kDa"""	CX30.3	1p34.3	314
GJB5	gap junction protein beta 5		"gap junction protein, beta 5 (connexin 31.1), ""gap junction protein, beta 5"", ""gap junction protein, beta 5, 31.1kDa"""	CX31.1	1p34.3	314
GJB6	gap junction protein beta 6	DFNA3, ED2	"ectodermal dysplasia 2, hidrotic (Clouston syndrome), ""gap junction protein, beta 6 (connexin 30)"", ""gap junction protein, beta 6"", ""gap junction protein, beta 6, 30kDa"""	EDH, HED, CX30	13q12.11	314|1152
GJB7	gap junction protein beta 7		"gap junction protein, beta 7, ""gap junction protein, beta 7, 25kDa"""	CX25, bA136M9.1	6q14.3-q15	314
GJC1	gap junction protein gamma 1	GJA7	"gap junction protein, alpha 7, 45kDa, ""gap junction protein, gamma 1, 45kDa"""	CX45	17q21.31	314
GJC2	gap junction protein gamma 2	GJA12	"gap junction protein, alpha 12, 47kDa, ""gap junction protein, gamma 2, 47kDa"""	CX47, CX46.6, SPG44	1q42.13	314
GJC3	gap junction protein gamma 3	GJE1	"gap junction protein, epsilon 1, 29kDa, ""gap junction protein, gamma 3, 30.2kDa"""	CX30.2	7q22.1	314
GJD2	gap junction protein delta 2	GJA9	"gap junction protein, alpha 9, 36kDa, ""gap junction protein, delta 2, 36kDa"""	CX36	15q14	314
GJD3	gap junction protein delta 3	GJC1	"gap junction protein, chi 1, 31.9kDa, ""gap junction protein, delta 3, 31.9kDa"""	CX31.9, GJA11, Cx30.2	17q21.2	314
GJD4	gap junction protein delta 4		gap junction protein, delta 4, 40.1kDa	CX40.1, FLJ90023	10p11.21	314
GK	glycerol kinase			GK1, GKD	Xp21.2	568
GK2	glycerol kinase 2	GKP2	glycerol kinase pseudogene 2	GKTA	4q21.21	568
GK5	glycerol kinase 5 (putative)			MGC40579	3q23	568
GKAP1	G kinase anchoring protein 1			GKAP42, FKSG21	9q21.32	
GKN1	gastrokine 1			AMP18, CA11, BRICD1	2p13.3	457
GKN2	gastrokine 2			TFIZ1, PRO813, VLTI465, blottin, GDDR, BRICD1B	2p13.3	457
GLA	galactosidase alpha			GALA	Xq22.1	
GLB1	galactosidase beta 1	ELNR1	"elastin receptor 1, 67kDa, ""elastin receptor 1 (67kD)"", ""galactosidase, beta 1"""	EBP	3p22.3	
GLB1L	galactosidase beta 1 like		galactosidase, beta 1-like	MGC10771	2q35	
GLB1L2	galactosidase beta 1 like 2		galactosidase, beta 1-like 2		11q25	
GLB1L3	galactosidase beta 1 like 3		"galactosidase, beta 1-like 3, ""galactosidase beta 1-like 3"""	FLJ90231	11q25	
GLCCI1	glucocorticoid induced 1		glucocorticoid induced transcript 1	GIG18, FAM117C, TSSN1	7p21.3	
GLCE	glucuronic acid epimerase		"D-glucuronyl C5-epimerase, ""UDP-glucuronic acid epimerase"""	KIAA0836, HSEPI	15q23	
GLDC	glycine decarboxylase		"glycine dehydrogenase (decarboxylating; glycine decarboxylase, glycine cleavage system protein P), ""glycine dehydrogenase (decarboxylating)"""	GCSP, NKH	9p24.1	
GLDN	gliomedin	COLM	collomin	CRG-L2, CLOM, colmedin, UNC-112	15q21.2	
GLE1	GLE1, RNA export mediator	GLE1L, LCCS1	"GLE1 (yeast homolog)-like, RNA export mediator, ""GLE1 RNA export mediator-like (yeast)"", ""GLE1 RNA export mediator (yeast)"", ""lethal congenital contracture syndrome 1"", ""GLE1 RNA export mediator homolog (yeast)"""	hGLE1	9q34.11	1051
GLG1	golgi glycoprotein 1		golgi apparatus protein 1	MG-160, ESL-1, CFR-1	16q23.1	
GLI1	GLI family zinc finger 1	GLI	"glioma-associated oncogene homolog 1 (zinc finger protein), ""glioma-associated oncogene family zinc finger 1"""		12q13.3	28
GLI2	GLI family zinc finger 2		"GLI-Kruppel family member GLI2, ""glioma-associated oncogene family zinc finger 2"""	THP2, HPE9, THP1	2q14.2	28
GLI3	GLI family zinc finger 3	GCPS, PHS	"Greig cephalopolysyndactyly syndrome, ""GLI-Kruppel family member GLI3"", ""glioma-associated oncogene family zinc finger 3"""	PAP-A, PAPA, PAPA1, PAPB, ACLS, PPDIV	7p14.1	28
GLI4	GLI family zinc finger 4		"GLI-Kruppel family member GLI4, ""glioma-associated oncogene family zinc finger 4"""	HKR4, ZNF928	8q24.3	28
GLIPR1	GLI pathogenesis related 1		GLI pathogenesis-related 1 (glioma)	RTVP1, GliPR	12q21.2	1358
GLIPR1L1	GLI pathogenesis related 1 like 1		GLI pathogenesis-related 1 like 1	MGC26856	12q21.2	1358
GLIPR1L2	GLI pathogenesis related 1 like 2		GLI pathogenesis-related 1 like 2	MGC39497	12q21.2	1358
GLIPR2	GLI pathogenesis related 2	C9orf19	"chromosome 9 open reading frame 19, ""GLI pathogenesis-related 2"""	GAPR-1	9p13.3	1356
GLIS1	GLIS family zinc finger 1			FLJ36155	1p32.3	28
GLIS2	GLIS family zinc finger 2			NPHP7	16p13.3	28
GLIS3	GLIS family zinc finger 3	ZNF515	zinc finger protein 515	MGC33662	9p24.2	28
GLMN	glomulin, FKBP associated protein	VMGLOM	venous malformation with glomus cells	FAP48, GLML, GVM, FKBPAP	1p22.1	
GLMP	glycosylated lysosomal membrane protein	C1orf85	chromosome 1 open reading frame 85	MGC31963, NCU-G1	1q22	
GLO1	glyoxalase I			GLOD1	6p21.2	
GLOD4	glyoxalase domain containing 4	C17orf25	chromosome 17 open reading frame 25	CGI-150, HC71	17p13.3	
GLOD5	glyoxalase domain containing 5				Xp11.23	
GLP1R	glucagon like peptide 1 receptor		glucagon-like peptide 1 receptor	GLP-1R	6p21.2	269
GLP2R	glucagon like peptide 2 receptor		glucagon-like peptide 2 receptor		17p13.1	269
GLRA1	glycine receptor alpha 1	STHE	glycine receptor, alpha 1 (startle disease/hyperekplexia)		5q33.1	868
GLRA2	glycine receptor alpha 2	GLR			Xp22.2	868
GLRA3	glycine receptor alpha 3				4q34.1	868
GLRA4	glycine receptor alpha 4				Xq22.2	868
GLRB	glycine receptor beta				4q32.1	868
GLRX	glutaredoxin		glutaredoxin (thioltransferase)	GRX, GRX1	5q15	1468
GLRX2	glutaredoxin 2		glutaredoxin (thioltransferase) 2	GRX2, bA101E13.1	1q31.2	1468
GLRX3	glutaredoxin 3	TXNL2	thioredoxin-like 2	PICOT, bA500G10.4, GRX3, GLRX4, GRX4	10q26.3	1468
GLRX5	glutaredoxin 5	C14orf87	"chromosome 14 open reading frame 87, ""glutaredoxin 5 homolog (S. cerevisiae)"""	PR01238, GRX5	14q32.13	1468
GLS	glutaminase			KIAA0838, GLS1	2q32.2	403
GLS2	glutaminase 2		glutaminase 2 (liver, mitochondrial)	GA, GLS, LGA, hLGA	12q13.3	403
GLT1D1	glycosyltransferase 1 domain containing 1			FLJ31978	12q24.33	427
GLT6D1	glycosyltransferase 6 domain containing 1	GLTDC1	galactosyltransferase family 6 domain containing 1		9q34.3	429
GLT8D1	glycosyltransferase 8 domain containing 1			AD-017, FLJ14611	3p21.1	436
GLT8D2	glycosyltransferase 8 domain containing 2			FLJ31494	12q23.3	436
GLTP	glycolipid transfer protein				12q24.11	
GLTPD2	glycolipid transfer protein domain containing 2				17p13.2	
GLUD1	glutamate dehydrogenase 1	GLUD		GDH	10q23.2	
GLUD2	glutamate dehydrogenase 2	GLUDP1	glutamate dehydrogenase pseudogene 1		Xq24	
GLUL	glutamate-ammonia ligase	GLNS	glutamate-ammonia ligase (glutamine synthase)		1q25.3	
GLYAT	glycine-N-acyltransferase			GAT, ACGNAT	11q12.1	
GLYATL1	glycine-N-acyltransferase like 1		glycine-N-acyltransferase-like 1	MGC15397, FLJ34646	11q12.1	
GLYATL2	glycine-N-acyltransferase like 2		glycine-N-acyltransferase-like 2	BXMAS2-10, MGC24009	11q12.1	
GLYATL3	glycine-N-acyltransferase like 3	C6orf140	"chromosome 6 open reading frame 140, ""glycine-N-acyltransferase-like 3"""	bA28H17.2	6p12.3	
GLYCTK	glycerate kinase			HBEBP4, HBEBP2	3p21.2	
GLYR1	glyoxylate reductase 1 homolog		glyoxylate reductase 1 homolog (Arabidopsis)	BM045, HIBDL, NP60, N-PAC	16p13.3	1147
GM2A	GM2 ganglioside activator		GM2 ganglioside activator protein	SAP-3	5q33.1	
GMCL1	germ cell-less, spermatogenesis associated 1		germ cell-less homolog 1 (Drosophila)	FLJ13057, BTBD13, GCL1, SPATA29	2p13.3	861
GMDS	GDP-mannose 4,6-dehydratase			GMD, SDR3E1	6p25.3	743
GMEB1	glucocorticoid modulatory element binding protein 1			P96PIF, PIF96	1p35.3	
GMEB2	glucocorticoid modulatory element binding protein 2			P79PIF, KIAA1269, PIF79	20q13.33	
GMFB	glia maturation factor beta			GMF	14q22.2	
GMFG	glia maturation factor gamma				19q13.2	
GMIP	GEM interacting protein			ARHGAP46	19p13.11	721
GML	glycosylphosphatidylinositol anchored molecule like		"GPI anchored molecule like protein, ""glycosylphosphatidylinositol anchored molecule like protein"""	LY6DL	8q24.3	1226
GMNC	geminin coiled-coil domain containing			GEMC1	3q28	
GMNN	geminin, DNA replication inhibitor			Gem	6p22.3	
GMPPA	GDP-mannose pyrophosphorylase A				2q35	
GMPPB	GDP-mannose pyrophosphorylase B			KIAA1851	3p21.31	
GMPR	guanosine monophosphate reductase				6p22.3	
GMPR2	guanosine monophosphate reductase 2				14q12	
GMPS	guanine monophosphate synthase		guanine monophosphate synthetase	GATD7	3q25.31	1408
GNA11	G protein subunit alpha 11	HHC2	"hypocalciuric hypercalcemia 2, ""guanine nucleotide binding protein (G protein), alpha 11 (Gq class)"""	FBH, FBH2, FHH2	19p13.3	1427
GNA12	G protein subunit alpha 12		guanine nucleotide binding protein (G protein) alpha 12	gep	7p22.3-p22.2	
GNA13	G protein subunit alpha 13		guanine nucleotide binding protein (G protein), alpha 13	G13, MGC46138	17q24.1	
GNA14	G protein subunit alpha 14		guanine nucleotide binding protein (G protein), alpha 14		9q21.2	1427
GNA15	G protein subunit alpha 15		guanine nucleotide binding protein (G protein), alpha 15 (Gq class)	GNA16	19p13.3	1427
GNAI1	G protein subunit alpha i1		guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1		7q21.11	1428
GNAI2	G protein subunit alpha i2	GNAI2B	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2	GIP	3p21.31	1428
GNAI3	G protein subunit alpha i3		guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	87U6	1p13.3	1428
GNAL	G protein subunit alpha L		guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type		18p11.21	1426
GNAO1	G protein subunit alpha o1		guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O	G-ALPHA-o	16q13	1428
GNAQ	G protein subunit alpha q		guanine nucleotide binding protein (G protein), q polypeptide	G-ALPHA-q, GAQ	9q21.2	1427
GNAS	GNAS complex locus	GNAS1	guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1	NESP55, NESP, GNASXL, GPSA, SCG6, SgVI	20q13.32	1426|925
GNAT1	G protein subunit alpha transducin 1		guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1	CSNBAD3	3p21.31	1428
GNAT2	G protein subunit alpha transducin 2		guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2	ACHM4	1p13.3	1428
GNAT3	G protein subunit alpha transducin 3		guanine nucleotide binding protein, alpha transducing 3	gustducin, GDCA	7q21.11	1428
GNAZ	G protein subunit alpha z		guanine nucleotide binding protein (G protein), alpha z polypeptide		22q11.22-q11.23	1428
GNB1	G protein subunit beta 1		guanine nucleotide binding protein (G protein), beta polypeptide 1		1p36.33	1430|362
GNB1L	G protein subunit beta 1 like		guanine nucleotide binding protein (G protein), beta polypeptide 1-like	GY2, WDR14	22q11.21	362
GNB2	G protein subunit beta 2		guanine nucleotide binding protein (G protein), beta polypeptide 2		7q22.1	1430|362
GNB3	G protein subunit beta 3		guanine nucleotide binding protein (G protein), beta polypeptide 3		12p13.31	1430|362
GNB4	G protein subunit beta 4		guanine nucleotide binding protein (G protein), beta polypeptide 4		3q26.33	1430|362
GNB5	G protein subunit beta 5		guanine nucleotide binding protein (G protein), beta 5	GB5	15q21.2	1430|362
GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	IBM2	UDP-N-acetylglucosamine-2-epimerase/N-acetylmannosamine kinase	Uae1	9p13.3	
GNG2	G protein subunit gamma 2		guanine nucleotide binding protein (G protein), gamma 2		14q22.1	1432
GNG3	G protein subunit gamma 3		guanine nucleotide binding protein (G protein), gamma 3		11q12.3	1432
GNG4	G protein subunit gamma 4		guanine nucleotide binding protein (G protein), gamma 4		1q42.3	1432
GNG5	G protein subunit gamma 5		guanine nucleotide binding protein (G protein), gamma 5		1p22.3	1432
GNG7	G protein subunit gamma 7		guanine nucleotide binding protein (G protein), gamma 7	FLJ00058	19p13.3	1432
GNG8	G protein subunit gamma 8		guanine nucleotide binding protein (G protein), gamma 8		19q13.32	1432
GNG10	G protein subunit gamma 10		guanine nucleotide binding protein (G protein), gamma 10		9q31.3	1432
GNG11	G protein subunit gamma 11		guanine nucleotide binding protein (G protein), gamma 11	GNGT11	7q21.3	1432
GNG12	G protein subunit gamma 12		guanine nucleotide binding protein (G protein), gamma 12		1p31.3	1432
GNG13	G protein subunit gamma 13		guanine nucleotide binding protein (G protein), gamma 13	h2-35, G(gamma)13	16p13.3	1432
GNG14	G protein subunit gamma 14				19p13.13	1432
GNGT1	G protein subunit gamma transducin 1		guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1	GNG1	7q21.3	1432
GNGT2	G protein subunit gamma transducin 2		guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	GNG9	17q21	1432
GNL1	G protein nucleolar 1 (putative)		guanine nucleotide binding protein-like 1	HSR1	6p21.33	
GNL2	G protein nucleolar 2		guanine nucleotide binding protein-like 2 (nucleolar)	Ngp-1, HUMAUANTIG, Nog2, Nug2	1p34.3	
GNL3	G protein nucleolar 3		guanine nucleotide binding protein-like 3 (nucleolar)	C77032, E2IG3, MGC800, NS	3p21.1	
GNL3L	G protein nucleolar 3 like		guanine nucleotide binding protein-like 3 (nucleolar)-like	FLJ10613, GNL3B	Xp11.22	
GNLY	granulysin	LAG2		NKG5, LAG-2, D2S69E, TLA519	2p11.2	
GNMT	glycine N-methyltransferase				6p21.1	1400
GNPAT	glyceronephosphate O-acyltransferase			DHAPAT, DAPAT, DAP-AT	1q42.2	
GNPDA1	glucosamine-6-phosphate deaminase 1	GNPI	glucosamine-6-phosphate isomerase	GNPDA, HLN, GPI, KIAA0060	5q31.3	
GNPDA2	glucosamine-6-phosphate deaminase 2			SB52	4p12	
GNPNAT1	glucosamine-phosphate N-acetyltransferase 1			Gpnat1, FLJ10607	14q22.1	1134
GNPTAB	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits	GNPTA	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	KIAA1208, MGC4170	12q23.2	863
GNPTG	N-acetylglucosamine-1-phosphate transferase gamma subunit	GNPTAG, C16orf27	"N-acetylglucosamine-1-phosphotransferase, gamma subunit, ""chromosome 16 open reading frame 27"""	CAB56184, c316G12.3	16p13.3	1233
GNRH1	gonadotropin releasing hormone 1	GRH, GNRH, LHRH	leuteinizing-releasing hormone		8p21.2	542
